"F1","F2","F3","F4","F5","B1","B2","F6","F7","L"
"264.75","840","551780","4","23","1","1","128","-7","1"
"200.00","840","551780","4","23","1","1","128","-7","1"
"120.00","840","551780","5","01","1","1","128","-7","1"
"250.00","840","551780","5","02","1","1","128","-7","1"
"26.48","840","403245","5","02","1","1","131","17","1"
"211.80","840","241854","5","02","1","1","128","-7","1"
"50.00","840","172795","5","04","1","1","119","-6","1"
"25.00","840","551780","5","04","1","1","128","-7","1"
"52.95","392","465285","5","04","0","1","127","-33","1"
"52.95","840","551780","5","04","1","1","128","-7","1"
"100.00","840","241854","5","06","1","1","128","-7","1"
"423.60","840","403245","5","06","1","1","126","-32","1"
"60.22","76","051559","5","06","1","1","67","46","1"
"200.00","840","241854","5","06","1","1","128","-7","1"
"26.48","840","403245","5","07","1","1","128","-32","1"
"60.22","76","051559","5","07","1","1","67","46","1"
"105.90","840","133352","5","07","1","1","128","-7","1"
"26.48","840","239145","5","08","1","1","125","9","1"
"26.48","840","621354","5","08","1","1","128","-7","1"
"26.48","840","621354","5","09","1","1","128","-7","1"
"48.12","76","051559","5","17","1","1","67","46","1"
"1059.00","840","551780","5","19","1","1","128","-7","1"
"52.95","840","312595","5","19","1","1","128","-7","1"
"105.90","840","403245","5","19","1","1","128","-32","1"
"74.13","840","312595","5","19","1","1","128","-7","1"
"63.54","840","312595","5","20","1","1","128","-7","1"
"26.60","840","053486","5","22","1","1","128","-7","1"
"211.80","840","215148","5","22","1","1","128","-7","1"
"37.07","840","551780","5","23","1","1","132","17","1"
"42.36","840","312595","6","00","1","1","128","-7","1"
"317.70","840","241854","6","01","1","1","128","-7","1"
"28.00","840","173355","6","01","1","1","132","-7","1"
"26.48","840","621354","6","02","1","1","128","-7","1"
"47.66","840","551080","6","03","1","1","128","-7","1"
"26.48","840","621354","6","03","1","1","128","-7","1"
"52.95","840","403245","6","04","1","1","128","-32","1"
"105.90","840","173355","6","04","1","1","132","-7","1"
"52.95","630","220945","6","04","0","1","128","-7","1"
"52.95","840","663854","6","04","1","1","123","-29","1"
"52.95","392","465285","6","04","0","1","127","-33","1"
"211.80","840","551780","6","05","1","1","127","12","1"
"211.80","840","551780","6","05","1","1","127","12","1"
"211.80","840","551780","6","06","1","1","127","12","1"
"50.00","840","053780","6","07","1","1","128","-7","1"
"211.80","840","551780","6","07","1","1","127","12","1"
"1000.00","840","663854","6","07","1","1","131","16","1"
"40.00","840","243355","6","11","1","1","128","-7","1"
"52.95","840","403245","6","13","1","1","128","-32","1"
"250.00","840","054917","6","16","1","1","128","-7","1"
"211.80","840","821351","6","16","1","1","131","2","1"
"264.75","840","054917","6","16","1","1","128","-7","1"
"25.00","840","915129","6","17","1","1","130","14","1"
"52.95","840","551780","6","17","1","1","116","9","1"
"50.00","840","415189","6","18","1","1","133","5","1"
"21.18","840","551080","6","18","1","1","128","-7","1"
"100.00","840","243355","6","18","1","1","122","10","1"
"423.60","840","415189","6","18","1","1","117","9","1"
"100.00","840","112855","6","19","1","1","133","-2","1"
"200.00","840","147595","6","19","1","1","128","-7","1"
"529.50","840","054443","6","19","1","1","129","3","1"
"105.90","840","291495","6","19","1","1","129","-16","1"
"996.52","840","551780","6","21","1","1","128","-7","1"
"100.00","840","147595","6","21","1","1","128","-7","1"
"105.90","840","147595","6","21","1","1","128","-7","1"
"48.25","76","051559","6","21","1","1","66","43","1"
"25.00","840","551780","6","22","1","1","118","8","1"
"26.48","840","551780","6","22","1","1","118","8","1"
"52.95","840","215148","6","22","1","1","151","-60","1"
"52.95","392","465285","6","23","0","1","127","-33","1"
"26.48","840","215109","6","23","1","1","132","19","1"
"60.37","76","051559","7","00","1","1","67","46","1"
"100.00","840","551780","7","00","1","1","128","-7","1"
"26.48","840","215148","7","00","1","1","128","-7","1"
"317.70","840","241854","7","01","1","1","128","-7","1"
"52.95","840","551780","7","01","1","1","128","-7","1"
"50.00","840","552751","7","02","1","1","120","-6","1"
"423.60","840","415189","7","02","1","1","128","-7","1"
"25.00","840","665589","7","03","1","1","128","-7","1"
"250.00","840","262195","7","03","1","1","130","16","1"
"317.70","840","241854","7","04","1","1","128","-7","1"
"250.00","840","551780","7","04","1","1","132","5","1"
"250.00","840","262195","7","04","1","1","130","16","1"
"317.70","840","241854","7","05","1","1","128","-7","1"
"500.00","840","262195","7","05","1","1","130","16","1"
"52.95","840","243355","7","06","1","1","128","-32","1"
"52.95","840","243355","7","06","1","1","128","-32","1"
"63.54","840","403245","7","07","1","1","128","-32","1"
"26.48","840","215109","7","07","1","1","132","19","1"
"26.48","276","222523","7","07","0","1","128","-7","1"
"84.96","76","051559","7","08","1","1","67","46","1"
"52.95","840","054443","7","08","1","1","129","3","1"
"181.57","76","051559","7","08","1","1","67","46","1"
"25.00","840","241854","7","09","1","1","123","-29","1"
"20.00","840","241854","7","11","1","1","123","-29","1"
"3.62","380","502095","7","14","0","1","83","53","1"
"476.55","840","765218","7","15","1","1","116","9","1"
"37.31","124","565457","7","16","1","1","133","10","1"
"50.00","840","915200","7","18","1","1","129","13","1"
"105.90","840","312595","7","20","1","1","128","-7","1"
"26.48","840","915200","7","20","1","1","129","13","1"
"105.90","840","312595","7","21","1","1","128","-7","1"
"200.00","840","551780","7","21","1","1","123","-29","1"
"52.95","392","465285","7","22","0","1","127","-33","1"
"12.06","643","815117","7","22","0","1","60","36","1"
"264.75","840","551780","7","22","1","1","123","-29","1"
"200.00","840","243355","7","22","1","1","128","-7","1"
"24.24","643","815117","7","23","0","1","60","36","1"
"26.48","840","621354","7","23","1","1","128","-7","1"
"100.61","840","312595","7","23","1","1","128","-7","1"
"264.75","840","551780","1","01","1","1","123","-29","1"
"24.24","643","815117","1","01","0","1","60","36","1"
"285.93","840","551780","1","01","1","1","123","-29","1"
"36.30","643","815117","1","01","0","1","60","36","1"
"26.48","840","054443","1","06","1","1","129","3","1"
"529.50","840","322552","1","06","1","1","128","-7","1"
"26.48","840","054443","1","07","1","1","129","3","1"
"100.00","840","185352","1","07","1","1","130","16","1"
"26.48","840","054443","1","07","1","1","129","3","1"
"52.95","840","403245","1","13","1","1","128","-32","1"
"52.95","840","403245","1","17","1","1","128","-32","1"
"18.66","124","565457","1","19","1","1","133","10","1"
"105.90","840","053126","1","20","1","1","118","8","1"
"317.70","840","243355","1","21","1","1","128","-7","1"
"53.16","840","053486","1","21","1","1","115","9","1"
"635.40","840","243355","1","22","1","1","128","-7","1"
"18.66","124","565457","1","22","1","1","133","10","1"
"105.90","840","665312","1","22","1","1","130","16","1"
"72.57","76","051559","1","23","1","1","66","43","1"
"105.90","840","551080","1","23","1","1","131","3","1"
"18.66","124","565457","1","23","1","1","133","10","1"
"18.66","124","565457","1","23","1","1","133","10","1"
"105.90","840","665312","1","23","1","1","130","16","1"
"84.96","76","051559","1","23","1","1","66","43","1"
"24.24","76","051559","1","23","1","1","66","43","1"
"1059.00","840","241854","2","00","1","1","128","-7","1"
"105.90","392","465285","2","01","0","1","127","-33","1"
"105.90","840","551780","2","02","1","1","128","-7","1"
"25.00","840","147595","2","05","0","0","135","14","1"
"26.48","840","241854","2","05","1","1","117","7","1"
"52.95","840","403245","2","06","1","1","128","-7","1"
"50.00","840","865524","2","06","1","1","122","-7","1"
"50.00","840","053126","2","06","1","1","115","9","1"
"317.70","840","243355","2","06","1","1","130","16","1"
"52.95","840","053126","2","06","1","1","115","9","1"
"52.95","840","053126","2","06","1","1","115","9","1"
"52.95","840","053126","2","06","1","1","115","9","1"
"105.90","840","551780","2","07","1","1","132","2","1"
"500.00","840","243355","2","07","1","1","122","-7","1"
"317.70","840","243355","2","07","1","1","130","16","1"
"26.48","840","241854","2","07","1","1","117","7","1"
"26.48","840","239145","2","07","1","1","125","9","1"
"25.00","840","147595","2","07","1","1","130","16","1"
"52.95","840","621354","2","08","1","1","128","-7","1"
"26.48","840","215109","2","08","1","1","128","-7","1"
"25.00","840","147595","2","08","1","1","130","16","1"
"34.95","840","053126","2","09","1","1","128","-7","1"
"42.36","840","053126","2","09","1","1","128","-7","1"
"105.90","392","465285","2","09","0","1","127","-33","1"
"45.54","840","053126","2","20","1","1","116","8","1"
"52.95","840","053126","2","20","1","1","116","8","1"
"26.48","840","147595","2","22","0","0","135","14","1"
"47.66","840","551080","3","00","1","1","128","-7","1"
"25.00","840","147595","3","01","1","1","130","16","1"
"105.00","840","551780","3","01","1","1","116","9","1"
"1059.00","840","243355","3","01","1","1","130","16","1"
"105.90","840","241854","3","03","1","1","128","-7","1"
"26.48","840","415152","3","03","1","1","122","-7","1"
"21.18","840","551080","3","03","1","1","128","-7","1"
"211.80","840","551780","3","03","1","1","130","15","1"
"52.95","392","465285","3","04","0","1","127","-33","1"
"158.85","840","241854","3","04","1","1","128","-7","1"
"26.48","840","621354","3","05","1","1","128","-7","1"
"158.85","840","243355","3","05","1","1","130","16","1"
"100.00","840","665243","3","07","1","1","127","-5","1"
"200.00","840","551080","3","08","1","1","122","-7","1"
"26.48","840","551080","3","08","1","1","128","-7","1"
"85.00","840","287495","3","09","1","1","128","-7","1"
"211.80","840","241854","3","09","1","1","128","-7","1"
"105.90","840","241854","3","10","1","1","128","-7","1"
"317.70","840","551780","3","13","1","1","128","-7","1"
"105.90","840","927544","3","13","1","1","126","-26","1"
"18.66","124","565457","3","14","1","1","139","-33","1"
"423.60","840","765218","3","17","1","1","117","9","1"
"60.00","840","051780","3","19","1","1","128","-7","1"
"105.90","840","552751","3","19","1","1","128","-7","1"
"211.80","840","552751","3","19","1","1","122","-7","1"
"529.50","840","552751","3","19","1","1","122","-7","1"
"529.50","840","552751","3","19","1","1","123","-9","1"
"500.00","840","215140","3","19","1","1","131","16","1"
"52.95","840","403245","3","20","1","1","128","-7","1"
"52.95","840","551780","3","20","1","1","129","8","1"
"105.90","840","133352","3","20","1","1","130","-9","1"
"26.48","840","415152","3","20","1","1","128","-7","1"
"26.48","840","053486","3","22","1","1","115","9","1"
"105.90","840","053126","3","23","1","1","118","8","1"
"100.00","840","551995","4","00","1","1","129","12","1"
"500.00","840","551780","4","00","1","1","120","2","1"
"11.97","76","315447","4","01","1","1","67","46","1"
"476.55","840","415189","4","01","1","1","116","9","1"
"52.95","840","551780","4","05","1","1","128","-7","1"
"211.80","840","241854","4","07","1","1","128","-7","1"
"21.18","840","215148","4","07","1","1","151","-60","1"
"26.48","840","621354","4","08","1","1","128","-7","1"
"52.95","840","243355","4","09","1","1","122","-7","1"
"500.00","840","241854","4","09","1","1","128","-7","1"
"52.95","840","551780","4","11","1","1","128","-8","1"
"52.95","840","551780","4","11","1","1","128","-8","1"
"47.66","840","551780","4","11","1","1","128","-8","1"
"40.00","840","054551","4","14","1","1","124","-29","1"
"20.00","840","051780","4","17","1","1","124","-29","1"
"52.95","840","269295","4","18","1","1","128","-7","1"
"12.08","276","215234","4","18","0","1","66","43","1"
"20.00","840","054551","4","18","1","1","125","0","1"
"20.00","840","054551","4","19","1","1","125","0","1"
"211.80","840","269295","4","19","1","1","128","-7","1"
"500.00","840","241854","4","20","1","1","124","-28","1"
"26.48","840","239145","4","21","1","1","125","9","1"
"105.90","840","551780","4","22","1","1","128","-7","1"
"105.90","840","269295","4","22","1","1","119","-9","1"
"52.95","840","269295","4","22","1","1","119","-9","1"
"423.60","840","415189","4","23","1","1","115","9","1"
"20.00","840","054551","5","00","1","1","125","0","1"
"26.48","840","551780","5","00","1","1","128","-7","1"
"26.48","840","551780","5","00","1","1","122","-7","1"
"100.00","840","523854","5","00","1","1","126","10","1"
"211.80","840","243355","5","02","1","1","125","4","1"
"20.00","840","551080","5","02","1","1","128","-7","1"
"127.08","840","551780","5","02","1","1","131","2","1"
"52.95","840","663854","5","02","1","1","128","-7","1"
"52.95","840","551780","5","03","1","1","128","-7","1"
"52.95","840","053126","5","03","1","1","132","6","1"
"100.00","840","551080","5","03","1","1","129","5","1"
"74.13","840","551080","5","03","1","1","120","-6","1"
"26.48","840","552110","5","03","1","1","119","-1","1"
"250.00","840","241854","5","04","1","1","122","-7","1"
"25.00","840","551780","5","04","1","1","128","-7","1"
"121.79","840","241854","5","04","1","1","128","-7","1"
"42.36","840","551780","5","04","1","1","128","-7","1"
"50.00","840","241854","5","05","1","1","128","-7","1"
"25.00","840","551080","5","05","1","1","128","-7","1"
"50.00","840","551780","5","05","1","1","128","-7","1"
"211.80","840","243355","5","05","1","1","128","-7","1"
"317.70","840","243355","5","06","1","1","128","-7","1"
"105.90","392","465285","5","06","0","1","127","-33","1"
"25.00","840","107745","5","06","1","1","123","-27","1"
"529.50","840","243355","5","06","1","1","128","-7","1"
"105.90","840","552750","5","06","1","1","128","-15","1"
"50.00","840","241854","5","07","1","1","122","-7","1"
"1059.00","840","243355","5","07","1","1","128","-7","1"
"105.90","840","552750","5","07","1","1","128","-15","1"
"74.13","840","241854","5","08","1","1","128","-7","1"
"30.00","840","551080","5","08","1","1","128","7","1"
"31.77","840","551080","5","08","1","1","128","7","1"
"26.48","840","551080","5","08","1","1","128","7","1"
"25.00","840","551080","5","15","1","1","128","-7","1"
"105.90","840","927544","5","16","1","1","126","-26","1"
"529.50","840","927544","5","17","1","1","126","-26","1"
"385.48","840","927544","5","17","1","1","126","-26","1"
"1059.00","840","927544","5","17","1","1","126","-26","1"
"26.60","840","053486","5","19","1","1","128","-7","1"
"50.00","840","555110","5","19","1","1","132","5","1"
"73.47","76","051559","5","20","1","1","66","43","1"
"98.22","76","051559","5","20","1","1","66","43","1"
"21.18","840","551080","5","21","1","1","128","-7","1"
"211.80","840","215148","5","21","1","1","128","-7","1"
"105.90","392","465285","5","22","0","1","127","-33","1"
"1059.00","840","663854","5","22","1","1","131","16","1"
"26.48","840","053126","5","23","1","1","116","8","1"
"105.90","392","465285","5","23","0","1","127","-33","1"
"26.48","840","551080","5","23","1","1","128","-7","1"
"79.43","840","241854","5","23","1","1","128","-7","1"
"36.75","76","167549","6","00","1","1","66","43","1"
"35.55","840","551780","6","00","1","1","131","1","1"
"26.60","840","053486","6","01","1","1","128","-7","1"
"211.80","840","215148","6","01","1","1","151","-60","1"
"100.00","840","551780","6","01","1","1","129","2","1"
"317.70","840","215148","6","01","1","1","151","-60","1"
"200.00","840","551780","6","01","1","1","129","2","1"
"158.85","840","241854","6","02","1","1","128","-7","1"
"317.70","840","215148","6","02","1","1","151","-60","1"
"26.48","840","053126","6","02","1","1","116","8","1"
"52.95","840","551780","6","02","1","1","131","2","1"
"37.07","840","053126","6","03","1","1","116","8","1"
"34.95","840","053126","6","03","1","1","116","8","1"
"44.60","840","595854","6","03","1","1","131","2","1"
"53.16","840","595854","6","04","1","1","131","2","1"
"26.60","840","053486","6","04","1","1","115","9","1"
"423.60","840","551780","6","04","1","1","135","-33","1"
"26.48","840","621354","6","04","1","1","128","-7","1"
"52.95","840","551780","6","04","1","1","131","2","1"
"200.00","840","133352","6","06","1","1","128","-7","1"
"1000.00","840","551780","6","06","1","1","131","2","1"
"12.23","76","051559","6","06","1","1","66","43","1"
"80.48","840","053126","6","06","1","1","128","-7","1"
"25.00","840","054551","6","06","1","1","124","-29","1"
"98.41","76","051559","6","07","1","1","66","43","1"
"50.00","840","551780","6","07","1","1","129","3","1"
"52.95","392","465285","6","09","0","1","127","-33","1"
"264.75","840","551080","6","09","1","1","120","-6","1"
"105.90","840","551080","6","09","1","1","120","-6","1"
"105.90","840","551080","6","09","1","1","120","-6","1"
"26.48","840","621354","6","09","1","1","128","-7","1"
"317.70","840","241854","6","10","1","1","130","15","1"
"529.50","840","241854","6","10","1","1","130","15","1"
"26.48","840","621354","6","10","1","1","128","-7","1"
"26.48","840","621354","6","11","1","1","128","-7","1"
"317.70","840","551780","6","11","1","1","130","15","1"
"25.00","840","054551","6","12","1","1","128","-7","1"
"25.00","840","551080","6","12","1","1","129","12","1"
"26.48","840","551780","6","12","1","1","130","15","1"
"50.00","840","436352","6","12","1","1","131","16","1"
"25.00","840","054551","6","12","1","1","128","-7","1"
"25.00","840","054551","6","13","1","1","128","-7","1"
"52.95","840","551780","6","13","1","1","132","17","1"
"52.95","840","551780","6","13","1","1","132","17","1"
"500.00","840","241854","6","17","1","1","130","15","1"
"100.00","840","551780","6","17","1","1","129","2","1"
"116.49","630","220945","6","18","0","1","129","-15","1"
"200.00","840","147595","6","18","1","1","128","12","1"
"1059.00","840","551780","6","19","1","1","128","-7","1"
"211.80","840","551780","6","20","1","1","116","9","1"
"52.95","840","551780","6","21","1","1","131","2","1"
"211.80","840","054663","6","21","1","1","129","14","1"
"529.50","840","241854","6","21","1","1","130","15","1"
"52.95","840","551780","6","22","1","1","128","-7","1"
"200.00","840","241854","6","22","1","1","124","-29","1"
"100.00","840","551780","6","22","1","1","123","-28","1"
"211.80","840","053486","6","22","1","1","115","9","1"
"45.66","840","551780","6","23","1","1","128","-7","1"
"211.80","840","551780","7","01","1","1","116","9","1"
"264.75","840","241854","7","01","1","1","124","-29","1"
"100.61","630","220945","7","01","0","1","129","-15","1"
"529.50","840","241854","7","02","1","1","124","-29","1"
"25.00","840","147595","7","03","1","1","128","-7","1"
"26.48","840","551780","7","05","1","1","127","-33","1"
"264.75","840","243355","7","05","1","1","122","-7","1"
"211.80","840","241854","7","05","1","1","133","0","1"
"26.48","840","365332","7","06","1","1","131","17","1"
"52.95","840","551780","7","06","1","1","128","-7","1"
"21.18","840","365332","7","06","1","1","131","17","1"
"794.25","840","322552","7","07","1","1","128","-7","1"
"26.48","840","621354","7","09","1","1","128","-7","1"
"317.70","840","551780","7","09","1","1","128","-7","1"
"26.48","840","621354","7","09","1","1","128","-7","1"
"794.25","840","551780","7","10","1","1","132","2","1"
"530.47","840","551780","7","15","0","0","136","16","1"
"132.38","840","243355","7","17","1","1","128","-7","1"
"31.77","840","365332","7","18","1","1","131","17","1"
"100.00","840","415152","7","18","1","1","119","-6","1"
"95.31","630","220945","7","19","0","1","129","-15","1"
"31.77","840","365332","7","19","1","1","131","17","1"
"529.50","840","243355","7","19","1","1","125","4","1"
"26.48","840","053126","7","19","1","1","118","7","1"
"105.90","840","055243","7","19","1","1","131","17","1"
"105.90","840","551780","7","19","1","1","123","-22","1"
"105.90","840","551080","7","19","1","1","128","12","1"
"794.25","840","053126","7","20","1","1","118","8","1"
"450.00","840","765218","7","20","1","1","117","9","1"
"137.67","840","241854","7","21","1","1","122","-7","1"
"211.80","840","241854","7","22","1","1","128","-7","1"
"26.48","840","615325","7","23","1","1","128","-7","1"
"105.90","840","198495","1","01","1","1","128","-3","1"
"21.18","840","552751","1","01","1","1","122","-7","1"
"25.00","840","552751","1","02","1","1","128","-7","1"
"26.48","840","715280","1","02","1","1","132","18","1"
"105.90","840","551780","1","02","1","1","116","9","1"
"250.00","840","466045","1","03","1","1","130","-22","1"
"26.48","840","053486","1","03","1","1","115","9","1"
"200.00","840","551780","1","04","1","1","122","-7","1"
"211.80","840","241854","1","04","1","1","128","-7","1"
"211.80","840","551780","1","04","1","1","115","9","1"
"53.16","840","053486","1","04","1","1","115","9","1"
"158.85","840","241854","1","04","1","1","128","-7","1"
"105.90","840","051223","1","05","1","1","128","-7","1"
"21.18","840","365332","1","06","1","1","131","17","1"
"100.00","840","551780","1","07","1","1","131","15","1"
"100.54","840","554664","1","17","1","1","122","-7","1"
"86.63","840","551780","1","17","1","1","131","1","1"
"25.00","840","054551","1","17","1","1","128","-7","1"
"264.75","840","147595","1","17","1","1","128","-7","1"
"25.00","840","054551","1","18","1","1","125","0","1"
"25.00","840","054551","1","18","1","1","125","0","1"
"211.80","840","551080","1","18","1","1","122","-7","1"
"423.60","840","551780","1","19","1","1","116","9","1"
"476.55","840","765218","1","20","1","1","117","9","1"
"52.95","840","551780","1","23","1","1","123","5","1"
"105.90","840","551780","2","00","1","1","123","5","1"
"63.54","840","682539","2","01","1","1","128","-7","1"
"211.80","840","551780","2","01","1","1","116","9","1"
"211.80","840","551780","2","02","1","1","128","-7","1"
"52.95","840","551780","2","02","1","1","131","2","1"
"35.00","840","551080","2","02","1","1","129","12","1"
"21.18","840","365332","2","03","1","1","131","17","1"
"25.00","840","992512","2","04","1","1","128","-7","1"
"25.00","840","992512","2","04","1","1","128","-7","1"
"50.00","840","992512","2","04","1","1","128","-7","1"
"50.00","840","992512","2","04","1","1","128","-7","1"
"21.18","840","365332","2","05","1","1","128","-7","1"
"200.00","840","551780","2","05","1","1","128","-7","1"
"105.90","840","466045","2","05","1","1","130","-22","1"
"100.00","840","243355","2","05","1","1","123","-28","1"
"169.44","840","682539","2","05","1","1","128","-7","1"
"264.75","840","215148","2","06","1","1","151","-60","1"
"211.80","840","215148","2","06","1","1","151","-60","1"
"105.90","840","322552","2","07","1","1","128","-7","1"
"26.48","840","621354","2","07","1","1","128","-7","1"
"100.00","840","243355","2","10","1","1","128","-7","1"
"100.00","840","243355","2","18","1","1","128","-7","1"
"63.54","840","865524","2","19","1","1","132","17","1"
"201.21","840","551780","2","20","1","1","130","16","1"
"423.60","840","765218","2","22","1","1","128","-7","1"
"21.18","840","551780","2","23","1","1","128","-7","1"
"37.07","840","551780","3","00","1","1","128","-7","1"
"52.95","840","551780","3","00","1","1","128","-7","1"
"37.07","840","551780","3","00","1","1","128","-7","1"
"317.70","840","133352","3","00","0","0","135","14","1"
"26.48","840","365332","3","01","1","1","131","17","1"
"100.00","840","243355","3","02","1","1","128","-7","1"
"52.95","840","551780","3","03","1","1","128","-7","1"
"52.95","840","551780","3","04","1","1","128","-7","1"
"52.95","840","551780","3","04","1","1","128","-7","1"
"21.18","840","365332","3","05","1","1","131","17","1"
"200.00","840","665243","3","05","1","1","124","-29","1"
"296.52","840","572517","3","05","1","1","128","-7","1"
"100.00","840","243355","3","09","1","1","123","-28","1"
"423.60","840","215576","3","16","1","1","133","-7","1"
"12.21","76","132520","3","19","1","1","67","46","1"
"22.34","76","132520","3","19","1","1","67","46","1"
"52.95","840","053126","3","19","1","1","116","8","1"
"423.60","840","415189","3","20","1","1","129","15","1"
"239.33","840","551573","3","21","1","1","117","9","1"
"50.00","840","551780","4","00","1","1","128","-7","1"
"250.00","840","290795","4","04","1","1","128","-33","1"
"500.00","840","051223","4","04","1","1","128","-7","1"
"211.80","840","053126","4","05","1","1","116","8","1"
"35.00","840","551780","4","05","1","1","128","-7","1"
"105.90","840","053126","4","06","1","1","116","8","1"
"25.00","840","551780","4","07","1","1","123","3","1"
"25.00","840","551780","4","07","1","1","123","3","1"
"25.00","840","551780","4","10","1","1","128","-7","1"
"25.00","840","621354","4","10","1","1","123","-28","1"
"264.75","840","332521","4","18","1","1","128","-7","1"
"100.61","840","053126","4","19","1","1","118","8","1"
"158.85","840","051780","4","19","1","1","123","-9","1"
"158.85","840","551780","4","19","1","1","123","-9","1"
"105.90","840","512532","4","20","1","1","128","-7","1"
"211.80","840","241854","4","20","1","1","134","16","1"
"211.80","840","053126","4","21","1","1","116","8","1"
"1000.00","840","551780","4","22","1","1","123","5","1"
"211.80","840","551780","5","00","1","1","120","2","1"
"100.00","840","551780","5","01","1","1","128","-7","1"
"42.36","840","053126","5","02","1","1","128","-7","1"
"50.00","840","551080","5","02","1","1","119","-7","1"
"52.95","840","053126","5","02","1","1","118","7","1"
"105.90","840","551780","5","02","1","1","128","-7","1"
"100.00","840","051223","5","02","1","1","128","-7","1"
"200.00","840","051223","5","04","1","1","128","-7","1"
"26.60","840","053486","5","04","1","1","115","9","1"
"500.00","840","051223","5","05","1","1","132","6","1"
"300.00","840","051223","5","05","1","1","132","6","1"
"105.90","840","053126","5","06","1","1","116","8","1"
"100.00","840","551780","5","08","1","1","123","3","1"
"100.00","840","551780","5","08","1","1","123","3","1"
"100.00","840","551780","5","08","1","1","128","-7","1"
"52.95","840","551780","5","11","1","1","128","-7","1"
"52.95","840","551780","5","13","1","1","128","-7","1"
"100.00","840","215109","5","13","1","1","128","-7","1"
"100.00","840","551780","5","14","1","1","128","-7","1"
"52.95","840","147595","5","16","0","0","","","1"
"950.00","840","415396","5","18","1","1","135","0","1"
"21.30","840","239145","5","20","1","1","125","9","1"
"26.48","840","551780","5","20","1","1","118","8","1"
"52.95","840","051780","6","01","1","1","123","-9","1"
"26.48","840","551780","6","02","1","1","128","-7","1"
"423.60","840","551573","6","02","1","1","128","-7","1"
"105.90","840","551080","6","02","1","1","131","2","1"
"200.00","840","243355","6","03","1","1","123","-23","1"
"105.90","840","551780","6","05","1","1","128","-7","1"
"132.38","840","551080","6","06","1","1","131","2","1"
"158.85","840","239145","6","06","1","1","131","2","1"
"264.75","840","322552","6","07","1","1","128","-7","1"
"105.90","840","322552","6","07","1","1","128","-7","1"
"211.80","840","239145","6","08","1","1","131","2","1"
"1059.00","840","243355","6","08","1","1","130","16","1"
"50.00","840","403852","6","08","1","1","129","14","1"
"25.00","840","241854","6","10","1","1","132","-3","1"
"50.00","840","403852","6","10","1","1","129","14","1"
"1376.70","840","243355","6","10","1","1","130","16","1"
"25.00","840","241854","6","10","1","1","128","-7","1"
"1059.00","840","243355","6","12","1","1","130","16","1"
"1059.00","840","241854","6","12","1","1","130","16","1"
"465.96","840","241854","6","12","1","1","130","16","1"
"52.95","840","551995","6","14","1","1","128","-7","1"
"42.36","840","621354","6","16","1","1","123","-28","1"
"26.48","840","621354","6","16","1","1","123","-28","1"
"111.20","840","241854","6","17","1","1","117","9","1"
"52.95","840","551995","6","18","1","1","128","-7","1"
"100.00","840","551780","6","20","1","1","132","6","1"
"37.07","840","551780","6","20","1","1","128","-7","1"
"105.90","840","215109","6","20","1","1","128","-7","1"
"26.48","840","551080","6","20","1","1","131","2","1"
"26.48","840","551080","6","21","1","1","131","2","1"
"1059.00","840","241854","6","21","1","1","128","-7","1"
"52.95","840","551780","7","00","1","1","128","-7","1"
"1000.00","840","241854","7","00","1","1","128","-33","1"
"26.48","840","621354","7","02","1","1","128","-7","1"
"7.38","76","165350","7","02","1","1","60","38","1"
"105.90","840","551780","7","02","1","1","128","-7","1"
"212.48","840","551780","7","03","1","1","135","-33","1"
"6.15","276","215234","7","03","0","1","70","46","1"
"750.00","840","241854","7","04","1","1","132","18","1"
"265.43","840","551780","7","05","1","1","135","-33","1"
"63.54","840","551080","7","06","1","1","128","-7","1"
"52.95","840","551995","7","07","1","1","118","8","1"
"200.00","840","551780","7","08","1","1","128","-7","1"
"413.01","840","551780","7","11","1","1","132","7","1"
"6.12","276","215234","7","14","0","1","66","43","1"
"105.90","840","551780","7","15","1","1","118","8","1"
"105.90","840","551780","7","15","1","1","118","8","1"
"52.95","840","551780","7","15","1","1","118","8","1"
"4.89","76","446355","7","16","1","1","59","38","1"
"52.95","840","551995","7","17","1","1","118","8","1"
"158.85","840","551780","7","18","1","1","131","15","1"
"52.95","840","551780","7","19","1","1","128","-7","1"
"52.95","840","551780","7","19","1","1","120","2","1"
"529.50","840","551780","7","19","1","1","132","2","1"
"52.95","840","551995","7","21","1","1","118","8","1"
"26.60","840","241854","7","21","1","1","138","-25","1"
"158.85","840","241854","7","22","1","1","130","16","1"
"26.48","840","053126","7","22","1","1","118","7","1"
"529.50","840","239145","7","23","1","1","131","2","1"
"750.00","840","241854","1","00","1","1","124","-29","1"
"264.75","840","551780","1","02","1","1","132","2","1"
"20.00","840","551080","1","04","1","1","128","-7","1"
"264.75","840","551780","1","07","1","1","132","2","1"
"317.70","840","243355","1","10","1","1","130","16","1"
"317.70","840","243355","1","10","1","1","130","16","1"
"529.50","840","243355","1","10","1","1","130","16","1"
"1059.00","840","243355","1","10","1","1","130","16","1"
"63.54","840","551780","1","17","1","1","123","-9","1"
"52.95","840","551995","1","18","1","1","128","-7","1"
"26.48","840","053126","2","02","1","1","128","-7","1"
"100.00","840","551780","2","04","1","1","128","-7","1"
"52.95","840","551780","2","08","1","1","128","-7","1"
"50.00","840","551780","2","10","1","1","128","8","1"
